"company_id","company","company_revenue","company_employees","company_industry","no_of_stars","no_of_reviews"
"c_1308","Microfinance Gateway","","","",4,4
"c_1309","Micron","More than $10B (USD)","10,000+","Computers and Electronics",3.90000009536743,618
"c_1310","Microsoft","More than $10B (USD)","10,000+","Internet and Software",4.19999980926514,5180
"c_1312","Mid-Atlantic Permanente Medical Group","","Less than 10,000","Health Care",3,4
"c_1313","MileOne Automotive","","Less than 10,000","Auto",2.5,66
"c_1314","Milliman","","","",3.700000048,87
"c_1315","Mindshare","Less than $1B (USD)","Less than 10,000","Media, News and Publishing",3.79999995231628,100
"c_1316","Mission Staffing","","","",NA,NA
"c_1317","Mississippi Lime Company","","","",4,20
"c_1318","Mist Systems","","","",NA,NA
"c_1321","Mitchell International, Inc.","","","",3.70000004768372,114
"c_1322","Mitre Corporation","$1B to $5B (USD)","Less than 10,000","Health Care",4.09999990463257,200
"c_1323","Mixbook","","","",4.30000019073486,3
"c_1329","Moda Health","","","",3.20000004768372,106
"c_1330","Modern Meadow","","","",NA,NA
"c_1331","Mojio","","","",NA,NA
"c_1332","Molekule","","","",NA,NA
"c_1333","Molina Healthcare","More than $10B (USD)","10,000+","Insurance",3.40000009536743,922
"c_1335","Mondelēz International","More than $10B (USD)","10,000+","Food and Beverages",4,2388
"c_1336","Money Mart Financial Services","","","",NA,NA
"c_1337","Monsanto","More than $10B (USD)","10,000+","Agriculture and Extraction",4.19999980926514,1602
"c_1338","Moody's Corporation","$1B to $5B (USD)","Less than 10,000","Banks and Financial Services",3.79999995231628,284
"c_1339","Morgan Stanley","More than $10B (USD)","10,000+","Banks and Financial Services",3.90000009536743,2900
"c_1340","Morneau Shepell","Less than $1B (USD)","Less than 10,000","Consulting and Business Services",3.09999990463257,226
"c_1341","Morning Consult","","Less than 10,000","",5,2
"c_1342","Morningstar","Less than $1B (USD)","Less than 10,000","Consulting and Business Services",3.799999952,134
"c_1343","Mosaic North America","","10,000+","Consumer Goods and Services",3.90000009536743,594
"c_1344","Motif Investing","","","",2,2
"c_1345","Motion Recruitment Partners","","","",3.40000009536743,7
"c_1346","Motorola Solutions","$5B to $10B (USD)","10,000+","Computers and Electronics",4.09999990463257,2546
"c_1347","Mount Sinai Health System","$5B to $10B (USD)","10,000+","Health Care",4,1086
"c_1348","Mountain America Credit Union","","","Banks and Financial Services",4.09999990463257,82
"c_1353","MultiPlan Inc.","","","",3.700000048,245
"c_1354","MultiScale","","","",NA,NA
"c_1355","Multnomah County, OR","","","",NA,NA
"c_1356","Munich Re","","","Insurance",3.799999952,66
"c_1360","Myers Media Group, LLC.","","","",NA,NA
"c_1361","N3TWORK","","","",NA,NA
"c_1381","NBA Properties","","","Organization",4.19999980926514,253
"c_1382","NBCUniversal","","10,000+","Media, News and Publishing",4.099999905,1829
"c_1383","NCI Information Systems, Inc.","Less than $1B (USD)","Less than 10,000","Government",3.5,250
"c_1393","NEURA","","","",NA,NA
"c_1422","NISSAN","","","Auto",3.900000095,3957
"c_1425","NORC at the University of Chicago","Less than $1B (USD)","Less than 10,000","Organization",3.5,390
"c_1440","NRG Energy","$1B to $5B (USD)","Less than 10,000","Energy and Utilities",3.90000009536743,319
"c_1441","NSD","","","",3,9
"c_1442","NT Concepts","Less than $1B (USD)","Less than 10,000","Internet and Software",3.40000009536743,39
"c_1447","NVIDIA","","","Computers and Electronics",4.19999980926514,177
"c_1448","NYC Careers","","","Government",4.09999990463257,265
"c_1449","NYSTEC","","","",4.30000019073486,4
"c_1362","Na Ali'i LLC","","","",NA,NA
"c_1363","Nabler Web Solutions","","","",NA,NA
"c_1364","Nanigans","","","",4.5,2
"c_1365","Narvar","","","",3.59999990463257,5
"c_1366","National Financial Partners","","Less than 10,000","Insurance",3.79999995231628,72
"c_1367","National Fish Wildlife Foundation","","","",NA,NA
"c_1368","National Football League","","Less than 10,000","",4.5,321
"c_1369","National Funding","","","",3.5,11
"c_1370","National Grid","","","",3.90000009536743,575
"c_1371","National Home Rentals","","","",NA,NA
"c_1372","National Instruments","Less than $1B (USD)","Less than 10,000","Computers and Electronics",4,244
"c_1373","National Renewable Energy Laboratory","","","Government",3.700000048,78
"c_1374","National Security Agency","","","",4.30000019073486,173
"c_1375","Nationwide Children's Hospital","$1B to $5B (USD)","Less than 10,000","Health Care",4.09999990463257,399
"c_1376","Nauto","","","",NA,NA
"c_1378","NaviHealth","","","Health Care",3.29999995231628,49
"c_1377","Navigator Management Partners","","Less than 10,000","Consulting and Business Services",3.5,6
"c_1379","Navstar, Inc.","","","",4,4
"c_1380","Navy Federal Credit Union","$5B to $10B (USD)","10,000+","Banks and Financial Services",4,928
"c_1384","Nerdwallet","","","",4.19999980926514,5
"c_1385","Nestle USA","","10,000+","Consumer Goods and Services",3.70000004768372,1113
"c_1386","NetApp","$1B to $5B (USD)","10,000+","Computers and Electronics",4.09999990463257,615
"c_1387","NetBrain Technologies, Inc.","Less than $1B (USD)","Less than 10,000","Internet and Software",2.5,11
"c_1389","NetMotion Software","","","",NA,NA
"c_1391","NetVision Resources (NVR)","","","",NA,NA
"c_1388","Netflix","","","Internet and Software",3.90000009536743,421
"c_1390","Netsmart Technologies","","","",3.099999905,35
"c_1394","NeuStar, Inc.","","","",3.200000048,6
"c_1392","Neuberger Berman","Less than $1B (USD)","Less than 10,000","Banks and Financial Services",3.79999995231628,61
"c_1395","Nevro Corporation","","","",3.599999905,7
"c_1396","New Knowledge","","","",NA,NA
"c_1397","New Mexico State University","","","Education and Schools",4.30000019073486,428
"c_1398","New Visions Central Office","","","",NA,NA
"c_1399","New Visions for Public Schools","","","Education and Schools",4.09999990463257,9
"c_1400","New York Blood Center","","","Organization",3.79999995231628,91
"c_1401","New York Life Insurance Company","More than $10B (USD)","10,000+","Insurance",3.700000048,1788
"c_1402","New York Media LLC","","","",2.5,2
"c_1403","New York State Office of the Attorney General","","","Government",4.19999980926514,42
"c_1404","New York University","$1B to $5B (USD)","Less than 10,000","Education and Schools",4.19999980926514,729
"c_1405","New York Yankees","Less than $1B (USD)","Less than 10,000","Restaurants, Travel and Leisure",4.300000191,53
"c_1406","NewYork-Presbyterian Hospital","$1B to $5B (USD)","10,000+","Health Care",4.19999980926514,1275
"c_1407","Nexidia","","","",4,7
"c_1408","Next Rev Technologies LLC","","","",NA,NA
"c_1409","NextEra Energy, Inc.","$1B to $5B (USD)","10,000+","Energy and Utilities",3.79999995231628,248
"c_1410","NextGen Healthcare","Less than $1B (USD)","Less than 10,000","Internet and Software",3.40000009536743,87
"c_1411","Nextiva","","Less than 10,000","Telecommunications",4.30000019073486,111
"c_1412","Nextphase Systems","","","",NA,NA
"c_1413","Niagara Bottling","","Less than 10,000","Food and Beverages",3,322
"c_1414","Niantic Labs","","","",NA,NA
"c_1415","Niantic, Inc.","","","",NA,NA
"c_1416","Nice","","","",2.599999905,8
"c_1417","Nielsen","","10,000+","Consulting and Business Services",3.79999995231628,2066
"c_1418","Nift Networks","","","",NA,NA
"c_1419","Nike","More than $10B (USD)","10,000+","Consumer Goods and Services",4.19999980926514,6574
"c_1420","NinthDecimal","","","",3.29999995231628,4
"c_1421","Nippon Dynawave Packaging","","","",3.70000004768372,6
"c_1423","Nokia","","","Computers and Electronics",4.09999990463257,3532
"c_1424","Nolij Consulting","","","",3.29999995231628,6
"c_1426","Nordic Naturals, Inc.","","","",3.90000009536743,21
"c_1427","Nordstrom","$5B to $10B (USD)","10,000+","Retail",4,8955
"c_1428","Norfolk Southern Corp","More than $10B (USD)","10,000+","Transport and Freight",3.40000009536743,787
"c_1429","Northeastern University","","","Education and Schools",4.30000019073486,378
"c_1430","Northern Trust Corp.","","10,000+","Banks and Financial Services",3.90000009536743,952
"c_1431","Northrop Grumman","More than $10B (USD)","10,000+","Aerospace and Defense",4,4327
"c_1432","Northwell Health","More than $10B (USD)","10,000+","Health Care",4.09999990463257,903
"c_1433","Northwest Farm Credit Services","","Less than 10,000","Banks and Financial Services",4,22
"c_1434","Northwest Permanente, P.C.","","","",NA,NA
"c_1435","Northwestern Mutual","More than $10B (USD)","Less than 10,000","Banks and Financial Services",3.90000009536743,2365
"c_1436","Novartis","","","Pharmaceuticals",4.09999990463257,2769
"c_1437","Novelis","More than $10B (USD)","10,000+","Industrial Manufacturing",3.79999995231628,195
"c_1438","Novetta","","","",3.29999995231628,28
"c_1439","Novus","","","",3.299999952,41
"c_1443","Numerator","Less than $1B (USD)","Less than 10,000","Consulting and Business Services",3.59999990463257,108
"c_1444","Numerdox","","","",NA,NA
"c_1445","Nutanix","","Less than 10,000","Internet and Software",4.099999905,26
"c_1446","Nuvve","","","",NA,NA
"c_1461","OGSystems","","Less than 10,000","Aerospace and Defense",4.30000019073486,13
"c_1463","OM Partners","","","",NA,NA
"c_1450","Oath Inc","","","Telecommunications",3.90000009536743,33
"c_1451","Object Computing Inc.","","","",4.5,2
"c_1452","Object Partners","","","",NA,NA
"c_1453","Obsidian Security","","","",NA,NA
"c_1454","Obsidian Solutions Group","","","",3.40000009536743,7
"c_1455","Ochsner Health System","","10,000+","Health Care",3.90000009536743,1299
"c_1456","Octane Lending","","","",NA,NA
"c_1457","Octic Capital","","","",NA,NA
"c_1458","Octo Consulting Group","Less than $1B (USD)","Less than 10,000","Consulting and Business Services",3.5,12
"c_1459","Odyssey Systems Consulting Group","","","",3.90000009536743,9
"c_1460","Office of the Nassau County Comptroller","","","",NA,NA
"c_1462","Oklahoma Cancer Specialists and Research Institute","","","",NA,NA
"c_1464","Omada Health","","","",3.599999905,5
"c_1465","Omatic Software","","","",NA,NA
"c_1466","Omnicell","","","",3.70000004768372,87
"c_1467","One Call","","","Insurance",3,357
"c_1468","OneAmerica","","Less than 10,000","Insurance",3.5,64
"c_1469","OneGlobe","","","",NA,NA
"c_1470","OneKreate","","","",2.59999990463257,14
"c_1471","OneSource Virtual","","","",2.90000009536743,34
"c_1472","Onyx Government Services, LLC","","","",4.5,4
"c_1473","Open Systems Technologies, Inc.","Less than $1B (USD)","Less than 10,000","Consulting and Business Services",4,36
"c_1474","OpenAI","","","",NA,NA
"c_1476","OpenTable","","Less than 10,000","Internet and Software",4.19999980926514,35
"c_1475","Opendoor","","Less than 10,000","Real Estate",3,15
"c_1477","Operation Smile","Less than $1B (USD)","Less than 10,000","Organization",4.59999990463257,32
"c_1478","OppLOans","","","",NA,NA
"c_1479","Optimizely","","Less than 10,000","",3.5,2
"c_1480","Optimove","","","",NA,NA
"c_1481","Option Care","","Less than 10,000","Health Care",3.09999990463257,336
"c_1482","Optoro","","","",3.90000009536743,15
"c_1483","Oracle","More than $10B (USD)","10,000+","Internet and Software",3.90000009536743,4364
"c_1484","Orange County Transportation Authority","","","Transport and Freight",4.19999980926514,31
"c_1485","Orbital Insight","","","",NA,NA
"c_1486","Orzota","","","",NA,NA
"c_1487","Otsuka","","","",3.79999995231628,125
"c_1488","Outreach Process Partners","","","",NA,NA
"c_1489","Overstock.com","","","",3.5,183
"c_1490","Owens Corning","$5B to $10B (USD)","10,000+","Construction",3.79999995231628,669
"c_1491","Oxford Global Resources","","Less than 10,000","Human Resources and Staffing",3.29999995231628,63
"c_1492","P3 North America","","Less than 10,000","Consulting and Business Services",3.79999995231628,9
"c_1493","PACCAR","More than $10B (USD)","10,000+","Transport and Freight",3.599999905,161
"c_1500","PANGEATWO","","","",4.09999990463257,17
"c_1505","PARC, a Xerox company","","","",NA,NA
"c_1511","PATHORAS CORPORATION","","","",NA,NA
"c_1534","PG&E","More than $10B (USD)","10,000+","Energy and Utilities",3.90000009536743,599
"c_1547","PJM Interconnection, LLC","","","",4.5,13
"c_1559","PNC","More than $10B (USD)","10,000+","Banks and Financial Services",3.700000048,4966
"c_1570","PPL Corporation","$5B to $10B (USD)","10,000+","Energy and Utilities",3.70000004768372,191
"c_1571","PRA Group","Less than $1B (USD)","Less than 10,000","Banks and Financial Services",3.400000095,662
"c_1572","PRA Health Sciences","","10,000+","Health Care",3.5,264
"c_1613","PTP","","","",3.70000004768372,12
"c_1494","Pace University","","","Education and Schools",4.30000019073486,270
"c_1495","Pacific Northwest National Laboratory","","","Organization",4.09999990463257,123
"c_1496","Pairwise","","","",NA,NA
"c_1497","Palo Alto Networks","","Less than 10,000","Internet and Software",4.099999905,56
"c_1498","Panasonic","","","",3.70000004768372,179
"c_1499","Pandora Media, Inc.","$1B to $5B (USD)","Less than 10,000","Media, News and Publishing",3.900000095,36
"c_1501","Par Government Systems Corporation","","","",3.29999995231628,3
"c_1502","Paradyme Management","","","",3.90000009536743,23
"c_1503","Parallel HR","","","",NA,NA
"c_1504","Parametric","","","",3.29999995231628,8
"c_1506","Parker Hannifin Corporation","More than $10B (USD)","10,000+","Industrial Manufacturing",3.90000009536743,1888
"c_1507","Parkland Health & Hospital System","","","Health Care",3.90000009536743,816
"c_1508","Parkview Health","","","",4.80000019073486,6
"c_1509","Partners HealthCare","","","Health Care",4,351
"c_1510","Patagonia, Inc","","Less than 10,000","Retail",3.90000009536743,11
"c_1512","Paychex Inc.","$1B to $5B (USD)","10,000+","Consulting and Business Services",3.70000004768372,1203
"c_1513","Paycom","Less than $1B (USD)","Less than 10,000","Internet and Software",4,149
"c_1514","Payette Group","","","",NA,NA
"c_1515","Payfone","","","",NA,NA
"c_1516","Paypal","$5B to $10B (USD)","10,000+","Banks and Financial Services",3.90000009536743,988
"c_1517","Peak6","","","",4,2
"c_1518","Pearson","","10,000+","Education and Schools",3.79999995231628,1730
"c_1519","PeerStreet","","","",NA,NA
"c_1520","Peloton","","","Consumer Goods and Services",3.29999995231628,34
"c_1521","Peloton Technology","","","",4.699999809,3
"c_1522","Penn State University","","Less than 10,000","Education and Schools",4.40000009536743,732
"c_1523","Penobscot Community Health Care","","","Health Care",3.5,17
"c_1524","Penske","$1B to $5B (USD)","10,000+","Transport and Freight",3.599999905,1442
"c_1525","PepsiCo","More than $10B (USD)","10,000+","Consumer Goods and Services",3.90000009536743,10791
"c_1526","Peraton","","","Internet and Software",3.29999995231628,34
"c_1527","Perfect World Entertainment","","","",3.400000095,10
"c_1528","Perficient","Less than $1B (USD)","Less than 10,000","Consulting and Business Services",3.40000009536743,50
"c_1529","Performics","","","",3.79999995231628,15
"c_1530","Periscope technologies inc","","","",NA,NA
"c_1531","PetSmart","$5B to $10B (USD)","10,000+","Retail",3.700000048,6850
"c_1532","Pfizer","More than $10B (USD)","10,000+","Health Care",4.19999980926514,4468
"c_1533","Pfizer Inc.","More than $10B (USD)","10,000+","Health Care",4.19999980926514,4468
"c_1535","Philips","$5B to $10B (USD)","10,000+","Health Care",4,2880
"c_1536","Photon","","","",3.70000004768372,9
"c_1537","Phreesia","","","",2.70000004768372,16
"c_1538","Picarro","","","",3.40000009536743,17
"c_1539","Piedmont Healthcare","","","Health Care",3.70000004768372,347
"c_1540","Pilot AI","","","",NA,NA
"c_1541","Pinkerton","Less than $1B (USD)","Less than 10,000","Consulting and Business Services",3.59999990463257,510
"c_1542","Pinnacle Engines, Inc.","","","",NA,NA
"c_1543","PitchBook Data, Inc.","","","",NA,NA
"c_1544","Pitney Bowes","$1B to $5B (USD)","10,000+","Consulting and Business Services",3.70000004768372,2339
"c_1545","Pivotal Commware","","","",NA,NA
"c_1546","Pizza Hut","","10,000+","Restaurants, Travel and Leisure",3.599999905,21733
"c_1548","PlaceIQ","","","",4.19999980926514,9
"c_1549","PlacePass","","","",NA,NA
"c_1550","Plaid","","","",3.70000004768372,3
"c_1551","Planned Systems International","","","",4.09999990463257,24
"c_1552","Plante & Moran","","Less than 10,000","",3.599999905,55
"c_1553","Plastiq","","","",NA,NA
"c_1554","PlayQ","","","",NA,NA
"c_1555","Plume","","","",4,2
"c_1556","Pluralsight","Less than $1B (USD)","Less than 10,000","Internet and Software",4.5,8
"c_1557","Plus3 IT Systems","","","",NA,NA
"c_1558","Plymouth Rock Assurance Corporation","","","Insurance",3.59999990463257,57
"c_1560","Pocket Gems","","","",3.20000004768372,9
"c_1561","Polaris Industries","","","Auto",3.70000004768372,216
"c_1562","Polis, Inc.","","","",NA,NA
"c_1563","Poll Everywhere","","","",NA,NA
"c_1564","Pond5","","","",NA,NA
"c_1565","Pop Healthcare LLC","","","",NA,NA
"c_1566","Porch","","","",3.599999905,37
"c_1567","Porsche","","","",3.79999995231628,32
"c_1568","PowerSchool","","Less than 10,000","Internet and Software",3.20000004768372,24
"c_1569","Powertek Corporation","Less than $1B (USD)","Less than 10,000","Computers and Electronics",3.59999990463257,28
"c_1573","Pragmatics","","Less than 10,000","Internet and Software",3.70000004768372,27
"c_1574","Pray","","","",3,2
"c_1575","Precima","","","",NA,NA
"c_1577","Precision Health AI","","","",NA,NA
"c_1578","Precision Value & Health","","","",NA,NA
"c_1576","Precision for Medicine","","","",NA,NA
"c_1579","Precocity","","","",NA,NA
"c_1580","Predictive Science","","","",NA,NA
"c_1581","Preferred Resources Inc.","","","",NA,NA
"c_1582","Premera Blue Cross","$5B to $10B (USD)","Less than 10,000","Insurance",3.70000004768372,296
"c_1583","Press Ganey Associates, Inc.","","","",3.59999990463257,10
"c_1584","Priceline.com","$1B to $5B (USD)","Less than 10,000","Restaurants, Travel and LeisureConsulting and Business Services",3.90000009536743,77
"c_1585","Prime Healthcare","$1B to $5B (USD)","10,000+","Health Care",3.70000004768372,1303
"c_1586","Prime Solutions Group (PSG)","","","",NA,NA
"c_1587","Prime Therapeutics","","","",3.40000009536743,370
"c_1588","Primerica","$1B to $5B (USD)","Less than 10,000","Insurance",4.19999980926514,2664
"c_1589","Primus Builders Inc.","","","",NA,NA
"c_1590","Principal Financial Group","$5B to $10B (USD)","10,000+","Banks and Financial Services",3.900000095,303
"c_1591","Privia Health","","","",2.799999952,16
"c_1602","ProMedica","","10,000+","Health Care",3.79999995231628,281
"c_1592","Probity Inc.","","","",NA,NA
"c_1593","Procter & Gamble","More than $10B (USD)","10,000+","Consumer Goods and Services",4.19999980926514,4808
"c_1594","Prodege, LLC","","","",4,4
"c_1595","Productive Data Solutions, Inc.","","","",3.5,2
"c_1596","Productive Edge","","","",4,2
"c_1597","Prognos","","","",3.70000004768372,3
"c_1598","Progressive","More than $10B (USD)","10,000+","Insurance",3.79999995231628,2081
"c_1599","Progressive Leasing","","","Banks and Financial Services",3.59999990463257,107
"c_1600","Progrexion Holdings Inc","","Less than 10,000","Consulting and Business Services",3.5,243
"c_1601","Prokarma Inc.","","","",3.59999990463257,94
"c_1603","Proofpoint","","","Internet and Software",4.09999990463257,29
"c_1604","Pros.","","","",NA,NA
"c_1605","Prosearch Strategies","","","",4,3
"c_1606","Prospect 33","","","",4.5,2
"c_1607","Prospect Medical Holdings, Inc.","","","",2.70000004768372,55
"c_1608","Prospect Medical Systems","","","",2.70000004768372,55
"c_1609","Protective Life Corporation","","","Insurance",3.79999995231628,163
"c_1610","Proteus Digital Health","","","",3.70000004768372,15
"c_1611","Providence Health & Services","","10,000+","Health Care",3.700000048,1222
"c_1612","Prudential","More than $10B (USD)","10,000+","Banks and Financial Services",3.90000009536743,2348
"c_1614","Public Company Accounting Oversight Board","","","Organization",3.79999995231628,16
"c_1615","Public Consulting Group","","","Consulting and Business Services",3.200000048,140
"c_1616","Publicis Spine","","","",NA,NA
"c_1617","Publicis.Sapient","","","",3.79999995231628,12
"c_1618","PureCars","","","",3.59999990463257,7
"c_1619","Purple Communications, Inc.","","","",NA,NA
"c_1620","PwC","More than $10B (USD)","10,000+","Insurance",4,5988
"c_1621","Pythian","","Less than 10,000","Internet and Software",3.5,10
"c_1622","Q2ebanking","","","",3.40000009536743,9
"c_1623","QIC Limited","","","",NA,NA
"c_1624","Qikspace","","","",NA,NA
"c_1634","QuEST Global Engineering","Less than $1B (USD)","10,000+","Aerospace and Defense",3.29999995231628,139
"c_1625","Quadrint, Inc.","","","",NA,NA
"c_1626","Qualtrics","","Less than 10,000","Internet and Software",4.30000019073486,17
"c_1627","Qualys","","Less than 10,000","Computers and Electronics",3.90000009536743,14
"c_1628","Quantcast","","","",3.099999905,14
"c_1629","Quantiply Corporation","","","",NA,NA
"c_1630","QuantumBlack","","","",NA,NA
"c_1631","Quartet","","","",4.800000191,4
"c_1632","Quest Analytics","","","",NA,NA
"c_1633","Quest Diagnostics","$5B to $10B (USD)","10,000+","Health Care",3.79999995231628,3804
"c_1635","Quicken Loans","","10,000+","Banks and Financial Services",3.90000009536743,1031
"c_1636","Quinstreet","","","",2.70000004768372,35
"c_1637","Quora","","","",NA,NA
"c_1638","Qwinix","","","",NA,NA
"c_1639","QxBranch","","","",NA,NA
"c_1650","RB","","","",3.70000004768372,624
"c_1651","RBC","More than $10B (USD)","10,000+","Banks and Financial Services",4.099999905,2905
"c_1652","RE/MAX, LLC","","","Real Estate",4.19999980926514,1894
"c_1664","REI","$1B to $5B (USD)","10,000+","Retail",4.09999990463257,454
"c_1666","RELX Group","","","",3.79999995231628,778
"c_1681","REsurety","","","",NA,NA
"c_1690","RK","Less than $1B (USD)","Less than 10,000","Construction",3.20000004768372,13
"c_1701","RS Energy Group","","","",NA,NA
"c_1704","RWJBarnabas Health","","10,000+","Health Care",4,1235
"c_1640","Rackspace","","Less than 10,000","Internet and Software",3.900000095,260
"c_1641","Radian Group Inc.","","Less than 10,000","Banks and Financial Services",3.70000004768372,67
"c_1642","Radiance Technologies Inc.","","","",NA,NA
"c_1643","Radiant Solutions","","Less than 10,000","Aerospace and Defense",4.300000191,24
"c_1644","Rally Health","","","",2.900000095,7
"c_1645","Ramsey Solutions","","","",5,3
"c_1646","Rational Consulting","","","",NA,NA
"c_1647","Rauxa","","","",3.5,12
"c_1648","Raymond James","","","Banks and Financial Services",3.90000009536743,480
"c_1649","Raytheon","More than $10B (USD)","10,000+","Aerospace and Defense",4,3166
"c_1653","Real Capital Analytics (RCA)","","","",NA,NA
"c_1654","Realogy","","","",NA,NA
"c_1656","Recorded Future","","","",NA,NA
"c_1657","Red Ventures","","Less than 10,000","Internet and Software",3.29999995231628,511
"c_1658","Redfin","","Less than 10,000","Real Estate",3.29999995231628,49
"c_1659","Redfish Technology - High Tech Executive Recruiters","","","",NA,NA
"c_1660","Reflektive","","","",NA,NA
"c_1661","Regional One Health","","","",3.79999995231628,155
"c_1662","Regions Bank","$5B to $10B (USD)","10,000+","Banks and Financial Services",3.70000004768372,2071
"c_1663","Regis Corporation","$1B to $5B (USD)","10,000+","Consumer Goods and Services",3.20000004768372,1137
"c_1665","Relevant Healthcare Technologies","","","",NA,NA
"c_1667","Remedy BPCI Partners, LLC.","","","",NA,NA
"c_1668","Remedy Partners","","","",3,9
"c_1669","Renew Financial","","","Banks and Financial Services",3.400000095,21
"c_1670","Renewable Energy Systems Ltd.","","","",3,2
"c_1671","Renown Health","","Less than 10,000","Health Care",3.29999995231628,118
"c_1672","Rent-A-Center","","10,000+","Retail",3.20000004768372,3822
"c_1673","RentPath, LLC","","","",3.20000004768372,68
"c_1674","Reorg Research","","","",NA,NA
"c_1675","Reputation.com","","Less than 10,000","",3.5,22
"c_1677","ResMed","$1B to $5B (USD)","Less than 10,000","Industrial Manufacturing",3.79999995231628,88
"c_1676","Research Innovations Inc","","","",NA,NA
"c_1678","Resolvit, LLC","Less than $1B (USD)","Less than 10,000","Consulting and Business Services",3.599999905,29
"c_1679","Resource Systems Group, Inc.","","","",NA,NA
"c_1680","Restoration Media","","","",NA,NA
"c_1682","RetailMeNot, Inc.","","Less than 10,000","Internet and Software",4,13
"c_1683","RhythmOne","","","",3.200000048,6
"c_1684","Rice University","Less than $1B (USD)","Less than 10,000","Education and Schools",4.30000019073486,150
"c_1685","Rifiniti","","","",NA,NA
"c_1686","Ring Inc.","","","",NA,NA
"c_1687","Riot Games","","Less than 10,000","Internet and Software",3.79999995231628,26
"c_1688","RiskSpan","","","",4,3
"c_1689","Riverside Research","Less than $1B (USD)","Less than 10,000","Aerospace and Defense",3.70000004768372,15
"c_1691","Robert Walters","","","Human Resources and Staffing",3.79999995231628,49
"c_1692","Roche","","10,000+","Health Care",4.19999980926514,1662
"c_1693","RocksBox","","","",2.29999995231628,3
"c_1694","Rockstar New York","","","",NA,NA
"c_1695","Rockstar San Diego","","","",NA,NA
"c_1696","Rockwell Collins","$5B to $10B (USD)","10,000+","Aerospace and Defense",3.90000009536743,857
"c_1697","Roku","","Less than 10,000","Computers and Electronics",3.5,11
"c_1698","Rosecrance Health Network","","","Health Care",3.5,72
"c_1699","Ross-Carlisle Group","","","",NA,NA
"c_1700","Rover","","Less than 10,000","Internet and Software",4.40000009536743,435
"c_1702","RubrYc Therapeutics","","","",NA,NA
"c_1703","Russian School of Mathematics","","","",3.79999995231628,17
"c_1705","Ryder","$5B to $10B (USD)","10,000+","Transport and Freight",3.5,2712
"c_1706","S&P Global","","","Banks and Financial Services",4,700
"c_1711","SAIC","","10,000+","Aerospace and Defense",4,2279
"c_1720","SAP","More than $10B (USD)","10,000+","Internet and Software",4.300000191,1792
"c_1723","SAS Institute","$1B to $5B (USD)","10,000+","Internet and Software",4,134
"c_1727","SCAN Health Plan","","","Insurance",4,87
"c_1739","SECU","","Less than 10,000","Organization",3.59999990463257,52
"c_1759","SHI International Corp.","$5B to $10B (USD)","Less than 10,000","Consulting and Business Services",3.79999995231628,187
"c_1761","SHINE Systems & Technologies","","","",3.5,4
"c_1821","SRC, Inc.","","Less than 10,000","Aerospace and Defense",3.59999990463257,53
"c_1822","SSi","","Less than 10,000","Human Resources and Staffing",3.700000048,146
"c_1841","STOBER Drives, Inc.","","","",NA,NA
"c_1853","SUBWAY","","10,000+","Food and Beverages",3.70000004768372,33082
"c_1868","SWIFT","","","",NA,NA
"c_1879","SYSCO","More than $10B (USD)","10,000+","Consulting and Business Services",3.5,2628
"c_1707","Sabio Mobile","","","",NA,NA
"c_1708","Sabre","","10,000+","Internet and Software",3.70000004768372,280
"c_1709","Safeway Corp.","","","Retail",3.5,190
"c_1710","Sage Intacct","","Less than 10,000","Internet and Software",5,18
"c_1712","SailPoint","Less than $1B (USD)","Less than 10,000","Internet and Software",4.099999905,12
"c_1713","Salesforce","","10,000+","Internet and Software",4.19999980926514,417
"c_1714","Samsung","More than $10B (USD)","10,000+","Computers and Electronics",4,6130
"c_1715","Samsung Semiconductor, Inc.","More than $10B (USD)","10,000+","Computers and Electronics",4,6130
"c_1716","Sandhills Publishing","","Less than 10,000","Media, News and Publishing",3.5,33
"c_1717","SanofiUS","More than $10B (USD)","10,000+","Pharmaceuticals",4.09999990463257,3165
"c_1718","Santa Clara Family Health Plan","$1B to $5B (USD)","Less than 10,000","Government",3.90000009536743,17
"c_1719","Santander Consumer USA","$1B to $5B (USD)","Less than 10,000","Banks and Financial Services",3.40000009536743,601
"c_1721","Sartorius Corporation","$1B to $5B (USD)","Less than 10,000","Industrial Manufacturing",4,4
"c_1722","Sartorius North America","","","",NA,NA
"c_1724","Satsyil Corporation","","","",NA,NA
"c_1725","Scalable Digital","","","",NA,NA
"c_1726","Scaleapi","","","",NA,NA
"c_1728","Schneider National","$1B to $5B (USD)","10,000+","Transport and Freight",3.5,1444
"c_1729","Schnucks","","","Retail",3.59999990463257,998
"c_1730","Scholastic","$1B to $5B (USD)","Less than 10,000","Media, News and Publishing",3.79999995231628,646
"c_1731","Schoolzilla","","","",NA,NA
"c_1732","ScienceSoft USA Corporation","","","",NA,NA
"c_1733","Scoop Technologies","","","",NA,NA
"c_1734","Scoot Networks","","","",NA,NA
"c_1735","Seagate Technology","More than $10B (USD)","10,000+","Computers and Electronics",3.79999995231628,549
"c_1736","Sealed Air","$1B to $5B (USD)","10,000+","Industrial Manufacturing",3.79999995231628,537
"c_1737","Seasoned","","","",4.80000019073486,5
"c_1738","Seattle Children’s","$1B to $5B (USD)","Less than 10,000","Health Care",4,210
"c_1741","Sedgwick Claims Management Services","","10,000+","Insurance",3.20000004768372,1005
